Candidate ID,Experience,Qualifications,Skills,Prior Job Title
CAND-444,6 Years,M.Sc Data Science,"Google Analytics, Data Analytics, Negotiation, Confluence, Python, Project Management, UX Research, Communication",Group Product Manager
CAND-445,7 Years,M.A. Economics,"Product Management, Tableau, Agile, Business Intelligence, Confluence",Project Coordinator
CAND-446,7 Years,Bachelor of Hospitality Management,"UX Research, Public Speaking, Business Intelligence",Project Coordinator
CAND-447,5 Years,Diploma in Information Technology,"Confluence, Product Management, Salesforce, Data Analytics, UX Research, Collaboration",Software Engineer
CAND-448,9 Years,M.Eng Software Engineering,"Market Research, Salesforce, Product Management, Roadmapping, Machine Learning, Stakeholder Management, Data Analysis",Product Manager
CAND-449,9 Years,B.Sc Computer Science,"Product Strategy, Negotiation, Team Leadership, Salesforce, Data Science, JIRA, Agile",Customer Success Manager
CAND-450,6 Years,B.Com Economics,"Tableau, Stakeholder Management, Statistics, Scrum, Market Research, Confluence, Public Speaking",Group Product Manager
CAND-451,13 Years,B.Eng Industrial Engineering,"Machine Learning, JIRA, Stakeholder Management, Negotiation, Roadmapping, Python, Product Design",Group Product Manager
CAND-452,4 Years,B.Tech Computer Science,"Product Management, A/B Testing, Communication, Data Analysis, Google Analytics, Negotiation, Artificial Intelligence, JIRA",Business Analyst
CAND-453,13 Years,B.Sc Physics,"JIRA, Team Leadership, Excel, Negotiation, Product Design",Sales Executive
CAND-454,4 Years,BA Sociology,"Agile, Negotiation, UX Research",Data Engineer
CAND-455,3 Years,BA Fine Arts,"Confluence, Power BI, Scrum",Data Analyst
CAND-456,8 Years,B.Tech Computer Science,"Customer Research, Product Strategy, AI, Power BI, A/B Testing, Market Research, Confluence",UX Designer
CAND-457,5 Years,Bachelor of Hospitality Management,"Statistics, JIRA, Collaboration, Confluence, Public Speaking, Market Research",Sales Executive
CAND-458,9 Years,M.Tech Computer Science,"Salesforce, Team Leadership, JIRA, ML, Product Management, Data Analysis",Associate Product Manager
CAND-459,6 Years,B.A. Literature,"Collaboration, Confluence, ML, Agile, Salesforce, Product Design, Power BI, Roadmapping",Data Analyst
CAND-460,1 Years,M.Tech Computer Science,"Confluence, JIRA, Communication, Data Analytics, Power BI, Product Strategy",Operations Manager
CAND-461,14 Years,Diploma in Culinary Arts,"Stakeholder Management, UX Research, Salesforce, Roadmapping, Public Speaking, Business Intelligence, Data Analysis, Product Design",Data Analyst
CAND-462,1 Years,B.Eng Industrial Engineering,"Stakeholder Management, Negotiation, Data Analysis, Roadmapping, Machine Learning, Scrum, Agile, Product Strategy",Data Engineer
CAND-463,11 Years,MBA Business Administration,"Google Analytics, Agile, Negotiation, Scrum, Product Strategy, Data Science, SQL, Stakeholder Management",Group Product Manager
CAND-464,4 Years,B.A. Literature,"Customer Research, Roadmapping, A/B Testing, UX Research",Project Coordinator
CAND-465,0 Years,B.A. History,"Power BI, Roadmapping, Google Analytics, Scrum, Product Design",Customer Success Manager
CAND-466,11 Years,MBA,"Agile, Product Design, Customer Research, Public Speaking, Stakeholder Management, AI",Associate Product Manager
CAND-467,2 Years,B.Sc Mathematics,"Scrum, Business Intelligence, Market Research, Roadmapping, Team Leadership, Excel, Product Management",Software Engineer
CAND-468,4 Years,Bachelor of Hospitality Management,"Negotiation, UX Research, Product Design",Customer Success Manager
CAND-469,15 Years,B.Sc Physics,"A/B Testing, Data Analysis, Product Management, Machine Learning, Team Leadership, Roadmapping, Negotiation, Scrum",Project Coordinator
CAND-470,8 Years,MBA Business Administration,"SQL, Statistics, Negotiation, Product Strategy, Public Speaking, Confluence, Stakeholder Management",Operations Manager
CAND-471,2 Years,Diploma in Information Technology,"A/B Testing, Salesforce, Data Analysis, Collaboration, Customer Research, Data Analytics, Product Strategy",Business Analyst
CAND-472,14 Years,MBA,"A/B Testing, Business Intelligence, Product Strategy, Team Leadership, Market Research, Python, Negotiation",Technical Product Manager
CAND-473,6 Years,Bachelor of Hospitality Management,"Market Research, Negotiation, JIRA, Statistics, Excel",Project Coordinator
CAND-474,13 Years,B.Sc Physics,"Product Management, Roadmapping, Market Research, Communication, Data Analysis",Product Manager
CAND-475,8 Years,B.Com Economics,"Stakeholder Management, Agile, AI, Customer Research, Scrum, Python",Group Product Manager
CAND-476,7 Years,Diploma in Information Technology,"Confluence, JIRA, Salesforce, Google Analytics",Data Engineer
CAND-477,2 Years,B.Eng Industrial Engineering,"Excel, Product Design, ML, JIRA, Customer Research, Market Research",Operations Manager
CAND-478,6 Years,M.Sc Data Science,"Stakeholder Management, Project Management, Data Science, Scrum, Confluence, Market Research",Technical Product Manager
CAND-479,11 Years,B.Com Economics,"Market Research, UX Research, Roadmapping, Excel, Agile, Collaboration, AI, Product Design",Product Manager
CAND-480,11 Years,MBA,"Public Speaking, Stakeholder Management, JIRA, Product Management, Customer Research, Scrum",Sales Executive
CAND-481,6 Years,M.Sc Data Science,"JIRA, Confluence, Power BI, Data Analytics, Team Leadership, Scrum",Sales Executive
CAND-482,8 Years,B.Eng Industrial Engineering,"A/B Testing, Data Analysis, Roadmapping, Team Leadership, Product Management, Customer Research, AI",Group Product Manager
CAND-483,15 Years,Diploma in Information Technology,"Scrum, Salesforce, Team Leadership, Negotiation, Product Management",Customer Success Manager
CAND-484,4 Years,M.Sc Data Science,"Salesforce, Data Analytics, Python, Scrum, Customer Research, Stakeholder Management, Public Speaking",Data Analyst
CAND-485,5 Years,MBA Business Administration,"Collaboration, Data Science, SQL, JIRA, Public Speaking",Sales Executive
CAND-486,11 Years,B.Tech Computer Science,"AI, Stakeholder Management, Excel, Product Strategy, Scrum, Salesforce, Public Speaking, UX Research",Group Product Manager
CAND-487,12 Years,B.Sc Computer Science,"Collaboration, SQL, ML, Negotiation, A/B Testing, Product Management",Technical Product Manager
CAND-488,13 Years,Diploma in Culinary Arts,"Artificial Intelligence, JIRA, Product Strategy, Market Research, Google Analytics",Associate Product Manager
CAND-489,11 Years,B.Sc Physics,"Google Analytics, Stakeholder Management, Project Management, Tableau, Salesforce, Public Speaking, Negotiation",Product Manager
CAND-490,10 Years,MBA,"ML, Stakeholder Management, Confluence, UX Research, Product Design, Public Speaking, Roadmapping, Excel",UX Designer
CAND-491,14 Years,B.Tech Computer Science,"Product Management, Google Analytics, Data Analysis, Team Leadership, ML, Market Research",Product Manager
CAND-492,8 Years,B.Com Economics,"Stakeholder Management, A/B Testing, Negotiation, Roadmapping, Data Science, Product Management, Python",Project Coordinator
CAND-493,14 Years,M.Sc Statistics,"Roadmapping, Google Analytics, Market Research, Communication, Public Speaking, Excel, Project Management",Technical Product Manager
CAND-494,7 Years,MBA Business Administration,"Data Analysis, Confluence, Agile, Product Design, Stakeholder Management, AI, Negotiation",Group Product Manager
CAND-495,15 Years,Diploma in Culinary Arts,"Data Analytics, Power BI, Product Strategy, Salesforce, Roadmapping, Confluence",Sales Executive
CAND-496,6 Years,MBA,"Product Management, Communication, Negotiation, Excel, Market Research, Roadmapping, Statistics",Senior Product Manager
CAND-497,5 Years,B.A. History,"Google Analytics, Negotiation, Agile, Project Management, Team Leadership, JIRA",Group Product Manager
CAND-498,13 Years,M.Eng Software Engineering,"Confluence, Product Management, ML, SQL, Team Leadership, Market Research, Negotiation, Roadmapping",Technical Product Manager
CAND-499,10 Years,M.Sc Statistics,"Product Strategy, Customer Research, Public Speaking, Stakeholder Management, Data Science",Product Manager
CAND-500,5 Years,M.A. Economics,"Statistics, Tableau, JIRA, Stakeholder Management, Market Research, Scrum",Marketing Manager
CAND-501,13 Years,M.Sc Statistics,"Machine Learning, Market Research, SQL, Stakeholder Management, JIRA, Negotiation",Data Scientist
CAND-502,0 Years,BA Sociology,"Public Speaking, Confluence",Data Engineer
CAND-503,0 Years,BA Fine Arts,"Salesforce, UX Research, Data Analytics, Agile, Customer Research",Software Engineer
CAND-504,2 Years,B.A. Literature,"Negotiation, Google Analytics, JIRA",Business Analyst
CAND-505,11 Years,B.A. History,"Customer Research, Product Design, ML, Public Speaking, Python, Google Analytics",UX Designer
CAND-506,15 Years,M.Tech Computer Science,"Public Speaking, UX Research, Team Leadership, Python, Salesforce",Business Analyst
CAND-507,5 Years,MBA,"Data Analysis, Salesforce, Collaboration, Project Management, Market Research, Roadmapping, Data Analytics, JIRA",UX Designer
CAND-508,5 Years,B.Tech Computer Science,"Public Speaking, Data Analysis, Google Analytics, Salesforce, Project Management, JIRA, Communication, ML",Operations Manager
CAND-509,10 Years,B.Eng Industrial Engineering,"Agile, Scrum, Google Analytics, Machine Learning, Stakeholder Management, Product Management, Data Analysis",Product Manager
CAND-510,9 Years,B.A. Literature,"Negotiation, Machine Learning, Roadmapping, Project Management, Stakeholder Management, Tableau",Marketing Manager
CAND-511,14 Years,B.Sc Mathematics,"Agile, A/B Testing, AI, Market Research, Product Strategy, Stakeholder Management, Roadmapping, Python",Product Manager
CAND-512,5 Years,M.Tech Computer Science,"Confluence, Communication, Product Management, Market Research, AI, Data Analysis",Technical Product Manager
CAND-513,12 Years,M.Sc Data Science,"Salesforce, AI, Python, Product Strategy, Agile, Market Research",Product Manager
CAND-514,7 Years,B.Com Economics,"Confluence, Machine Learning, Tableau, Collaboration, Agile, Salesforce",Software Engineer
CAND-515,5 Years,B.A. History,"Data Analytics, Agile, Google Analytics, Scrum, Negotiation",Data Scientist
CAND-516,13 Years,M.Tech Computer Science,"Product Strategy, JIRA, Agile, Excel, Stakeholder Management, Google Analytics",Business Analyst
CAND-517,10 Years,B.Sc Computer Science,"Product Design, Power BI, Data Analytics, Public Speaking, JIRA, Collaboration",Customer Success Manager
CAND-518,5 Years,B.Sc Mathematics,"Python, Negotiation, UX Research, Team Leadership, A/B Testing, Project Management, Google Analytics, Business Intelligence",UX Designer
CAND-519,1 Years,BA Fine Arts,"Negotiation, Roadmapping, A/B Testing",Operations Manager
CAND-520,2 Years,B.Tech Computer Science,"Roadmapping, Scrum, Project Management, Collaboration",Group Product Manager
CAND-521,7 Years,B.Sc Mathematics,"Scrum, Data Analysis, Confluence, Product Design, Market Research, Google Analytics",Technical Product Manager
CAND-522,6 Years,M.Sc Statistics,"UX Research, Data Analysis, Data Analytics, Project Management, Confluence, Communication",Group Product Manager
CAND-523,0 Years,BA Sociology,"Market Research, UX Research, Scrum, A/B Testing",Data Analyst
CAND-524,7 Years,M.A. Economics,"Python, Market Research, Public Speaking, Product Design, Data Science, Stakeholder Management",Customer Success Manager
CAND-525,13 Years,B.Com Economics,"Machine Learning, Stakeholder Management, Product Management, Google Analytics, Python, Agile",Associate Product Manager
CAND-526,1 Years,B.Sc Physics,"Google Analytics, ML, Scrum, Project Management, Communication, SQL",Operations Manager
CAND-527,13 Years,B.Sc Mathematics,"Data Analysis, Stakeholder Management, Google Analytics, Product Management, Statistics, Customer Research",Technical Product Manager
CAND-528,7 Years,M.Tech Computer Science,"Negotiation, Excel, Team Leadership, Agile, Product Management",Associate Product Manager
CAND-529,1 Years,B.Sc Physics,"Salesforce, Excel, Roadmapping",Sales Executive
CAND-530,14 Years,MBA Business Administration,"Project Management, Python, Team Leadership, JIRA, Statistics, Google Analytics",Business Analyst
CAND-531,0 Years,Bachelor of Hospitality Management,"Product Strategy, Business Intelligence, JIRA, UX Research, Communication, Salesforce",Software Engineer
CAND-532,8 Years,B.Sc Computer Science,"Scrum, Data Analysis, Google Analytics, AI, JIRA, Negotiation, Product Strategy",Operations Manager
CAND-533,0 Years,B.Sc Mathematics,"Artificial Intelligence, Negotiation, Product Design, Salesforce, A/B Testing, Communication, Python",Software Engineer
CAND-534,8 Years,B.Sc Computer Science,"Negotiation, JIRA, Team Leadership, Statistics, Product Design",Business Analyst
CAND-535,4 Years,B.A. History,"Market Research, Public Speaking, Agile",Software Engineer
CAND-536,9 Years,M.Sc Data Science,"Python, Collaboration, Roadmapping, Negotiation, Data Science, Agile, Product Management",Product Manager
CAND-537,7 Years,Diploma in Information Technology,"ML, Collaboration, Negotiation, A/B Testing, Product Design, Customer Research, Market Research",Marketing Manager
CAND-538,14 Years,M.Tech Computer Science,"UX Research, Communication, SQL, Product Strategy, Market Research, Machine Learning",Group Product Manager
CAND-539,15 Years,MBA Business Administration,"Agile, Salesforce, Statistics, Negotiation, Project Management",Software Engineer
CAND-540,10 Years,M.Eng Software Engineering,"Data Science, Market Research, Python, Agile, Product Strategy, Team Leadership",Group Product Manager
CAND-541,10 Years,M.Sc Data Science,"Excel, Data Science, Market Research, Stakeholder Management, Product Management, Salesforce",Product Manager
CAND-542,7 Years,BA Sociology,"Artificial Intelligence, Public Speaking, Team Leadership, Google Analytics, Customer Research, Salesforce, Tableau",Associate Product Manager
CAND-543,9 Years,M.Eng Software Engineering,"Python, Negotiation, Customer Research, ML, Stakeholder Management, Product Design, UX Research, Market Research",Technical Product Manager
CAND-544,7 Years,BA Sociology,"Project Management, Power BI, Scrum, Communication, Market Research",Software Engineer
CAND-545,4 Years,BA Sociology,"Roadmapping, Confluence",Data Analyst
CAND-546,3 Years,Diploma in Culinary Arts,"Roadmapping, Confluence, Market Research, Scrum",Data Engineer
CAND-547,7 Years,B.Sc Mathematics,"Public Speaking, Salesforce, Roadmapping, Project Management, Business Intelligence, A/B Testing, Tableau",UX Designer
CAND-548,12 Years,B.Eng Industrial Engineering,"Confluence, Data Science, Stakeholder Management, Customer Research, Salesforce, Product Management",Group Product Manager
CAND-549,2 Years,M.Sc Statistics,"Public Speaking, Negotiation, Customer Research",Data Analyst
CAND-550,12 Years,M.Sc Statistics,"UX Research, Excel, ML, Google Analytics, Collaboration, Agile, Product Design",UX Designer
CAND-551,0 Years,MBA Business Administration,"Product Management, Negotiation, ML, Roadmapping, Team Leadership, Tableau, Market Research",Project Coordinator
CAND-552,3 Years,M.Tech Computer Science,"Product Design, Negotiation, Public Speaking, Business Intelligence, Customer Research, Stakeholder Management, Google Analytics",Technical Product Manager
CAND-553,5 Years,B.Eng Industrial Engineering,"Communication, Market Research, ML, Product Management, A/B Testing",UX Designer
CAND-554,7 Years,M.Eng Software Engineering,"Machine Learning, Confluence, Product Design, Salesforce, SQL",Business Analyst
CAND-555,6 Years,Diploma in Information Technology,"AI, JIRA, Roadmapping, Product Management, Communication",Business Analyst
CAND-556,7 Years,M.A. Economics,"Confluence, Roadmapping, Stakeholder Management, Machine Learning, Tableau, Google Analytics, Product Management",Data Analyst
CAND-557,2 Years,B.Sc Physics,"Scrum, Excel, UX Research, Data Analytics, Product Management, Google Analytics, JIRA",Product Manager
CAND-558,6 Years,M.Sc Data Science,"Confluence, Market Research, Product Design, Power BI, A/B Testing, Communication",Customer Success Manager
CAND-559,6 Years,MBA,"UX Research, Confluence, Scrum, JIRA, Project Management, Data Science, SQL",Technical Product Manager
CAND-560,2 Years,BA Sociology,"Roadmapping, Negotiation",Data Scientist
CAND-561,12 Years,M.Tech Computer Science,"Power BI, AI, Product Strategy, Roadmapping, Team Leadership, Scrum",Senior Product Manager
CAND-562,9 Years,M.Sc Data Science,"Artificial Intelligence, Team Leadership, Salesforce, A/B Testing, Confluence, Python, Product Strategy",Technical Product Manager
CAND-563,11 Years,MBA,"Data Analysis, Product Strategy, Collaboration, Confluence, JIRA, AI",Technical Product Manager
CAND-564,6 Years,Bachelor of Hospitality Management,"Confluence, Artificial Intelligence, Scrum, Roadmapping, Tableau, Product Design, JIRA, Team Leadership",Software Engineer
CAND-565,11 Years,MBA Business Administration,"Customer Research, Roadmapping, Product Strategy, Communication, Agile, Data Analysis, Artificial Intelligence",Technical Product Manager
CAND-566,15 Years,MBA,"UX Research, Machine Learning, Product Design, Roadmapping, Python, Public Speaking, Confluence, Team Leadership",Technical Product Manager
CAND-567,6 Years,BA Fine Arts,"UX Research, Statistics, Agile, Public Speaking, Excel, Product Management, Customer Research",Associate Product Manager
CAND-568,6 Years,BA Sociology,"Python, Confluence, Customer Research, Communication",UX Designer
CAND-569,2 Years,M.A. Economics,"Public Speaking, Salesforce, Market Research",Sales Executive
CAND-570,11 Years,M.Eng Software Engineering,"Customer Research, AI, Roadmapping, Google Analytics, Team Leadership, Product Strategy, A/B Testing",Associate Product Manager
CAND-571,6 Years,MBA Business Administration,"Scrum, Product Strategy, Customer Research, Communication, Roadmapping, SQL, Public Speaking",Software Engineer
CAND-572,6 Years,Diploma in Information Technology,"Public Speaking, Product Management, Roadmapping, Team Leadership, Data Analysis, ML",Senior Product Manager
CAND-573,9 Years,B.Sc Physics,"JIRA, Negotiation, Public Speaking, Business Intelligence, Communication, Project Management, Agile, Power BI",Group Product Manager
CAND-574,14 Years,M.Sc Statistics,"Artificial Intelligence, Power BI, A/B Testing, Scrum, Product Design, Stakeholder Management",Group Product Manager
CAND-575,0 Years,M.Sc Statistics,"Collaboration, Customer Research, Confluence, Excel, Market Research, Salesforce, Artificial Intelligence",Marketing Manager
CAND-576,6 Years,B.Sc Computer Science,"Project Management, JIRA, Salesforce, Confluence, Collaboration, Data Analysis, Statistics, Agile",Product Manager
CAND-577,12 Years,B.Tech Computer Science,"SQL, Market Research, Scrum, Machine Learning, Roadmapping, Product Management, Public Speaking, Team Leadership",Product Manager
CAND-578,7 Years,B.Eng Industrial Engineering,"Product Design, UX Research, Roadmapping, Data Science, Excel, Salesforce, Collaboration, Scrum",Associate Product Manager
CAND-579,12 Years,M.Eng Software Engineering,"Roadmapping, A/B Testing, ML, Customer Research, Confluence, Team Leadership",Associate Product Manager
CAND-580,1 Years,Bachelor of Hospitality Management,"Customer Research, Scrum",Sales Executive
CAND-581,8 Years,B.Tech Computer Science,"Data Analysis, Negotiation, Product Management, Team Leadership, Data Science, Salesforce",Senior Product Manager
CAND-582,3 Years,Bachelor of Hospitality Management,"UX Research, Negotiation, Google Analytics, Communication, Roadmapping, Tableau",Data Scientist
CAND-583,0 Years,B.A. History,"Agile, Confluence",Customer Success Manager
CAND-584,11 Years,B.Tech Computer Science,"Agile, Product Design, Artificial Intelligence, Google Analytics, JIRA, Customer Research, Stakeholder Management",Group Product Manager
CAND-585,10 Years,BA Sociology,"Salesforce, Data Analytics, Tableau, Collaboration, Product Design, Scrum",Business Analyst
CAND-586,5 Years,M.Sc Statistics,"Scrum, Data Analysis, A/B Testing, Negotiation, Collaboration, Artificial Intelligence",Product Manager
CAND-587,12 Years,B.Tech Computer Science,"Project Management, Artificial Intelligence, Google Analytics, Agile, Market Research, Power BI",Project Coordinator
CAND-588,11 Years,M.A. Economics,"Confluence, Product Management, Team Leadership, ML, JIRA, Agile, SQL, Negotiation",Group Product Manager
CAND-589,7 Years,B.Sc Physics,"Customer Research, Python, Confluence, Roadmapping",Marketing Manager
CAND-590,9 Years,MBA,"Negotiation, Roadmapping, A/B Testing, Customer Research, Project Management, Artificial Intelligence",Data Engineer
CAND-591,9 Years,Diploma in Culinary Arts,"Data Science, UX Research, JIRA, Scrum, Data Analysis, Team Leadership, Product Design",Data Engineer
CAND-592,13 Years,M.A. Economics,"Public Speaking, Data Science, Power BI, Confluence, Stakeholder Management",Marketing Manager
CAND-593,8 Years,B.Sc Computer Science,"Stakeholder Management, Data Analysis, Product Strategy, Agile, UX Research, ML",Data Analyst
CAND-594,10 Years,M.A. Economics,"Roadmapping, Confluence, Data Science, SQL",Group Product Manager
CAND-595,15 Years,M.Eng Software Engineering,"Collaboration, SQL, Product Strategy, Confluence, AI, Agile, Customer Research, Google Analytics",Associate Product Manager
CAND-596,1 Years,B.Sc Physics,"Stakeholder Management, Public Speaking, Salesforce, Negotiation, UX Research",Data Engineer
CAND-597,12 Years,MBA Business Administration,"JIRA, Google Analytics, Artificial Intelligence, Negotiation, Communication, SQL, Scrum",Software Engineer
CAND-598,7 Years,B.Eng Industrial Engineering,"Roadmapping, Team Leadership, Excel, Public Speaking, Product Strategy, Statistics",Senior Product Manager
CAND-599,11 Years,B.Com Economics,"Excel, Public Speaking, Roadmapping, ML, Product Strategy, Negotiation, Google Analytics",Marketing Manager
CAND-600,6 Years,B.Tech Computer Science,"Negotiation, Roadmapping, Stakeholder Management, Excel, A/B Testing",Technical Product Manager
